"","Age","admission.department","flow"
"93",29,"Cardiac Large Vascular Surgery",2
"94",31,"Cardiac Large Vascular Surgery",1
"95",32,"Cardiac Large Vascular Surgery",2
"96",33,"Cardiac Large Vascular Surgery",1
"97",35,"Cardiac Large Vascular Surgery",8
"98",36,"Cardiac Large Vascular Surgery",11
"99",37,"Cardiac Large Vascular Surgery",4
"100",38,"Cardiac Large Vascular Surgery",6
"101",39,"Cardiac Large Vascular Surgery",9
"102",40,"Cardiac Large Vascular Surgery",13
"103",41,"Cardiac Large Vascular Surgery",11
"104",42,"Cardiac Large Vascular Surgery",14
"105",43,"Cardiac Large Vascular Surgery",24
"106",44,"Cardiac Large Vascular Surgery",32
"107",45,"Cardiac Large Vascular Surgery",31
"108",46,"Cardiac Large Vascular Surgery",49
"109",47,"Cardiac Large Vascular Surgery",58
"110",48,"Cardiac Large Vascular Surgery",46
"111",49,"Cardiac Large Vascular Surgery",43
"112",50,"Cardiac Large Vascular Surgery",70
"113",51,"Cardiac Large Vascular Surgery",75
"114",52,"Cardiac Large Vascular Surgery",84
"115",53,"Cardiac Large Vascular Surgery",125
"116",54,"Cardiac Large Vascular Surgery",106
"117",55,"Cardiac Large Vascular Surgery",109
"118",56,"Cardiac Large Vascular Surgery",85
"119",57,"Cardiac Large Vascular Surgery",105
"120",58,"Cardiac Large Vascular Surgery",95
"121",59,"Cardiac Large Vascular Surgery",119
"122",60,"Cardiac Large Vascular Surgery",132
"123",61,"Cardiac Large Vascular Surgery",139
"124",62,"Cardiac Large Vascular Surgery",168
"125",63,"Cardiac Large Vascular Surgery",171
"126",64,"Cardiac Large Vascular Surgery",175
"127",65,"Cardiac Large Vascular Surgery",156
"128",66,"Cardiac Large Vascular Surgery",137
"129",67,"Cardiac Large Vascular Surgery",134
"130",68,"Cardiac Large Vascular Surgery",133
"131",69,"Cardiac Large Vascular Surgery",113
"132",70,"Cardiac Large Vascular Surgery",87
"133",71,"Cardiac Large Vascular Surgery",85
"134",72,"Cardiac Large Vascular Surgery",71
"135",73,"Cardiac Large Vascular Surgery",60
"136",74,"Cardiac Large Vascular Surgery",48
"137",75,"Cardiac Large Vascular Surgery",37
"138",76,"Cardiac Large Vascular Surgery",34
"139",77,"Cardiac Large Vascular Surgery",27
"140",78,"Cardiac Large Vascular Surgery",17
"141",79,"Cardiac Large Vascular Surgery",9
"142",80,"Cardiac Large Vascular Surgery",4
"143",81,"Cardiac Large Vascular Surgery",3
"144",82,"Cardiac Large Vascular Surgery",5
"145",83,"Cardiac Large Vascular Surgery",1
"146",84,"Cardiac Large Vascular Surgery",3
"147",85,"Cardiac Large Vascular Surgery",3
"148",91,"Cardiac Large Vascular Surgery",1
"149",38,"Cardiac Large Vascular Surgery Monitoring Room",1
"150",27,"Cardiology",2
"151",31,"Cardiology",1
"152",35,"Cardiology",2
"153",37,"Cardiology",1
"154",38,"Cardiology",1
"155",39,"Cardiology",1
"156",43,"Cardiology",1
"157",44,"Cardiology",3
"158",45,"Cardiology",1
"159",46,"Cardiology",3
"160",47,"Cardiology",2
"161",48,"Cardiology",9
"162",49,"Cardiology",2
"163",50,"Cardiology",9
"164",51,"Cardiology",4
"165",52,"Cardiology",10
"166",53,"Cardiology",16
"167",54,"Cardiology",11
"168",55,"Cardiology",8
"169",56,"Cardiology",9
"170",57,"Cardiology",4
"171",58,"Cardiology",8
"172",59,"Cardiology",11
"173",60,"Cardiology",13
"174",61,"Cardiology",8
"175",62,"Cardiology",15
"176",63,"Cardiology",13
"177",64,"Cardiology",14
"178",65,"Cardiology",15
"179",66,"Cardiology",12
"180",67,"Cardiology",10
"181",68,"Cardiology",13
"182",69,"Cardiology",12
"183",70,"Cardiology",15
"184",71,"Cardiology",6
"185",72,"Cardiology",8
"186",73,"Cardiology",5
"187",74,"Cardiology",3
"188",75,"Cardiology",5
"189",76,"Cardiology",1
"190",77,"Cardiology",2
"191",79,"Cardiology",1
"192",82,"Cardiology",1
"193",56,"Comprehensive internal medicine",1
"194",62,"Comprehensive internal medicine",2
"195",57,"Comprehensive Surgery",1
"196",58,"Department of Infectious Diseases",1
"197",67,"Department of Infectious Diseases",1
"198",59,"Department of Traditional Chinese Medicine",1
"199",66,"Department of Traditional Chinese Medicine",1
"200",66,"Endocrinology Department",1
"201",59,"Neurology",1
"202",61,"Neurology",1
"203",62,"Neurology",1
"204",63,"Neurology",1
"205",53,"Neurosurgery",1
"206",73,"Neurosurgery",1
"207",70,"orthopedics",1
"208",63,"Respiratory and Critical Care Medicine",1
"209",54,"Respiratory Medicine",1
"210",69,"Respiratory Medicine",1
"211",78,"Urology",1
"212",62,"Vascular Surgery",1
"213",63,"Vascular Surgery",1
"214",64,"Cardiac Large Vascular Surgery",2
"215",74,"Cardiac Large Vascular Surgery",2
"216",60,"Breast Thyroid Surgery",1
"217",62,"Breast Thyroid Surgery",1
"218",34,"Cardiac Large Vascular Surgery",1
"219",42,"Cardiac Large Vascular Surgery",1
"220",44,"Cardiac Large Vascular Surgery",2
"221",45,"Cardiac Large Vascular Surgery",1
"222",48,"Cardiac Large Vascular Surgery",2
"223",49,"Cardiac Large Vascular Surgery",4
"224",50,"Cardiac Large Vascular Surgery",1
"225",52,"Cardiac Large Vascular Surgery",4
"226",53,"Cardiac Large Vascular Surgery",1
"227",54,"Cardiac Large Vascular Surgery",3
"228",55,"Cardiac Large Vascular Surgery",5
"229",56,"Cardiac Large Vascular Surgery",3
"230",57,"Cardiac Large Vascular Surgery",2
"231",58,"Cardiac Large Vascular Surgery",5
"232",59,"Cardiac Large Vascular Surgery",4
"233",60,"Cardiac Large Vascular Surgery",2
"234",61,"Cardiac Large Vascular Surgery",2
"235",62,"Cardiac Large Vascular Surgery",2
"236",63,"Cardiac Large Vascular Surgery",2
"237",64,"Cardiac Large Vascular Surgery",4
"238",66,"Cardiac Large Vascular Surgery",4
"239",67,"Cardiac Large Vascular Surgery",1
"240",68,"Cardiac Large Vascular Surgery",1
"241",69,"Cardiac Large Vascular Surgery",2
"242",70,"Cardiac Large Vascular Surgery",3
"243",71,"Cardiac Large Vascular Surgery",1
"244",72,"Cardiac Large Vascular Surgery",3
"245",74,"Cardiac Large Vascular Surgery",1
"246",76,"Cardiac Large Vascular Surgery",3
"247",77,"Cardiac Large Vascular Surgery",3
"248",78,"Cardiac Large Vascular Surgery",1
"249",79,"Cardiac Large Vascular Surgery",1
"250",83,"Cardiac Large Vascular Surgery",1
"251",84,"Cardiac Large Vascular Surgery",1
"252",20,"Cardiology",1
"253",21,"Cardiology",1
"254",22,"Cardiology",3
"255",24,"Cardiology",4
"256",25,"Cardiology",4
"257",26,"Cardiology",5
"258",27,"Cardiology",5
"259",28,"Cardiology",10
"260",29,"Cardiology",13
"261",30,"Cardiology",13
"262",31,"Cardiology",21
"263",32,"Cardiology",27
"264",33,"Cardiology",32
"265",34,"Cardiology",37
"266",35,"Cardiology",60
"267",36,"Cardiology",57
"268",37,"Cardiology",54
"269",38,"Cardiology",67
"270",39,"Cardiology",83
"271",40,"Cardiology",95
"272",41,"Cardiology",126
"273",42,"Cardiology",127
"274",43,"Cardiology",188
"275",44,"Cardiology",193
"276",45,"Cardiology",253
"277",46,"Cardiology",351
"278",47,"Cardiology",395
"279",48,"Cardiology",394
"280",49,"Cardiology",425
"281",50,"Cardiology",520
"282",51,"Cardiology",552
"283",52,"Cardiology",639
"284",53,"Cardiology",698
"285",54,"Cardiology",748
"286",55,"Cardiology",814
"287",56,"Cardiology",737
"288",57,"Cardiology",790
"289",58,"Cardiology",759
"290",59,"Cardiology",858
"291",60,"Cardiology",989
"292",61,"Cardiology",1017
"293",62,"Cardiology",1042
"294",63,"Cardiology",1057
"295",64,"Cardiology",1045
"296",65,"Cardiology",1052
"297",66,"Cardiology",1012
"298",67,"Cardiology",1001
"299",68,"Cardiology",985
"300",69,"Cardiology",919
"301",70,"Cardiology",861
"302",71,"Cardiology",806
"303",72,"Cardiology",748
"304",73,"Cardiology",727
"305",74,"Cardiology",658
"306",75,"Cardiology",674
"307",76,"Cardiology",642
"308",77,"Cardiology",586
"309",78,"Cardiology",496
"310",79,"Cardiology",407
"311",80,"Cardiology",391
"312",81,"Cardiology",397
"313",82,"Cardiology",338
"314",83,"Cardiology",278
"315",84,"Cardiology",229
"316",85,"Cardiology",162
"317",86,"Cardiology",117
"318",87,"Cardiology",93
"319",88,"Cardiology",70
"320",89,"Cardiology",77
"321",90,"Cardiology",50
"322",91,"Cardiology",29
"323",92,"Cardiology",13
"324",93,"Cardiology",11
"325",94,"Cardiology",8
"326",95,"Cardiology",2
"327",96,"Cardiology",10
"328",97,"Cardiology",1
"329",98,"Cardiology",1
"330",99,"Cardiology",2
"331",47,"Chest Oncology Surgery",1
"332",71,"Chest Oncology Surgery",1
"333",78,"Chest Oncology Surgery",1
"334",45,"Comprehensive internal medicine",1
"335",51,"Comprehensive internal medicine",1
"336",53,"Comprehensive internal medicine",3
"337",61,"Comprehensive internal medicine",1
"338",62,"Comprehensive internal medicine",1
"339",64,"Comprehensive internal medicine",2
"340",65,"Comprehensive internal medicine",1
"341",72,"Comprehensive internal medicine",1
"342",75,"Comprehensive internal medicine",3
"343",81,"Comprehensive internal medicine",1
"344",84,"Comprehensive internal medicine",1
"345",87,"Comprehensive internal medicine",1
"346",63,"Comprehensive Surgery",1
"347",55,"Dental department",1
"348",62,"Dental department",1
"349",64,"Dental department",1
"350",84,"Dental department",1
"351",47,"Department of Critical Care Medicine",1
"352",53,"Department of Critical Care Medicine",1
"353",60,"Department of Critical Care Medicine",1
"354",61,"Department of Critical Care Medicine",1
"355",64,"Department of Critical Care Medicine",1
"356",65,"Department of Critical Care Medicine",2
"357",68,"Department of Critical Care Medicine",1
"358",75,"Department of Critical Care Medicine",2
"359",51,"Department of Infectious Diseases",1
"360",56,"Department of Infectious Diseases",1
"361",63,"Department of Infectious Diseases",2
"362",64,"Department of Infectious Diseases",1
"363",70,"Department of Infectious Diseases",1
"364",69,"Department of L6 Lymphoma",1
"365",64,"Department of Rehabilitation Medicine",1
"366",54,"Department of Traditional Chinese Medicine",1
"367",56,"Department of Traditional Chinese Medicine",1
"368",57,"Department of Traditional Chinese Medicine",1
"369",64,"Department of Traditional Chinese Medicine",1
"370",67,"Department of Traditional Chinese Medicine",1
"371",72,"Department of Traditional Chinese Medicine",2
"372",75,"Department of Traditional Chinese Medicine",2
"373",78,"Department of Traditional Chinese Medicine",1
"374",79,"Department of Traditional Chinese Medicine",1
"375",87,"Department of Traditional Chinese Medicine",1
"376",88,"Department of Traditional Chinese Medicine",1
"377",91,"Department of Traditional Chinese Medicine",1
"378",50,"dermatology",1
"379",63,"dermatology",1
"380",52,"Digestive Oncology Surgery",1
"381",51,"Emergency Surgery",1
"382",55,"Emergency Surgery",1
"383",58,"Emergency Surgery",1
"384",60,"Emergency Surgery",1
"385",62,"Emergency Surgery",1
"386",75,"Emergency Surgery",1
"387",31,"Emergency Ward",1
"388",36,"Emergency Ward",2
"389",48,"Emergency Ward",1
"390",57,"Emergency Ward",1
"391",59,"Emergency Ward",1
"392",63,"Emergency Ward",1
"393",64,"Emergency Ward",1
"394",70,"Emergency Ward",2
"395",73,"Emergency Ward",1
"396",78,"Emergency Ward",1
"397",85,"Emergency Ward",1
"398",90,"Emergency Ward",1
"399",40,"Endocrinology Department",1
"400",51,"Endocrinology Department",1
"401",55,"Endocrinology Department",1
"402",56,"Endocrinology Department",3
"403",57,"Endocrinology Department",1
"404",58,"Endocrinology Department",1
"405",62,"Endocrinology Department",1
"406",63,"Endocrinology Department",2
"407",64,"Endocrinology Department",1
"408",70,"Endocrinology Department",1
"409",35,"Gastroenterology",1
"410",46,"Gastroenterology",1
"411",53,"Gastroenterology",1
"412",56,"Gastroenterology",2
"413",59,"Gastroenterology",2
"414",64,"Gastroenterology",1
"415",65,"Gastroenterology",1
"416",69,"Gastroenterology",1
"417",71,"Gastroenterology",3
"418",82,"Gastroenterology",1
"419",83,"Gastroenterology",1
"420",86,"Gastroenterology",1
"421",45,"Gastroenterology Surgery",1
"422",54,"Gastroenterology Surgery",1
"423",79,"Gastroenterology Surgery",1
"424",63,"Gastroenterology Surgery II",1
"425",64,"Gastroenterology Surgery II",1
"426",72,"Gastroenterology Surgery II",1
"427",75,"Gastroenterology Surgery II",1
"428",80,"Gastroenterology Surgery II",1
"429",51,"Gynecology",1
"430",76,"Gynecology",1
"431",63,"Hepatobiliary Surgery",1
"432",64,"Hepatobiliary Surgery",1
"433",65,"Hepatobiliary Surgery",1
"434",66,"Hepatobiliary Surgery",1
"435",79,"Hepatobiliary Surgery",1
"436",80,"Hepatobiliary Surgery",1
"437",72,"Interventional Radiology",1
"438",74,"Interventional Radiology",1
"439",49,"M2 Gynecological Oncology DepartmentⅠ",1
"440",67,"M3 Urology, Gynecology and Oncology Department II",1
"441",72,"N14",1
"442",40,"Nephropathy Department",1
"443",46,"Nephropathy Department",1
"444",51,"Nephropathy Department",2
"445",53,"Nephropathy Department",1
"446",57,"Nephropathy Department",1
"447",58,"Nephropathy Department",2
"448",61,"Nephropathy Department",3
"449",62,"Nephropathy Department",1
"450",63,"Nephropathy Department",3
"451",64,"Nephropathy Department",2
"452",66,"Nephropathy Department",1
"453",68,"Nephropathy Department",1
"454",69,"Nephropathy Department",2
"455",70,"Nephropathy Department",1
"456",71,"Nephropathy Department",1
"457",76,"Nephropathy Department",2
"458",78,"Nephropathy Department",1
"459",42,"Neurology",1
"460",44,"Neurology",1
"461",51,"Neurology",1
"462",55,"Neurology",1
"463",57,"Neurology",1
"464",58,"Neurology",1
"465",60,"Neurology",2
"466",61,"Neurology",1
"467",70,"Neurology",1
"468",71,"Neurology",1
"469",77,"Neurology",1
"470",79,"Neurology",1
"471",89,"Neurology",1
"472",55,"Neurosurgery",1
"473",67,"Neurosurgery",1
"474",69,"Neurosurgery",1
"475",78,"Neurosurgery",1
"476",59,"ophthalmology",1
"477",61,"ophthalmology",1
"478",67,"ophthalmology",1
"479",69,"ophthalmology",1
"480",48,"orthopedics",1
"481",53,"orthopedics",2
"482",63,"orthopedics",1
"483",69,"orthopedics",1
"484",70,"orthopedics",2
"485",74,"orthopedics",1
"486",81,"orthopedics",1
"487",51,"Otolaryngology",1
"488",54,"Otolaryngology",1
"489",56,"Otolaryngology",1
"490",62,"Otolaryngology",1
"491",70,"Otolaryngology",1
"492",70,"Pain Department",1
"493",50,"Plastic Surgery",1
"494",46,"Respiratory and Critical Care Medicine",1
"495",55,"Respiratory and Critical Care Medicine",1
"496",57,"Respiratory and Critical Care Medicine",1
"497",65,"Respiratory and Critical Care Medicine",1
"498",73,"Respiratory and Critical Care Medicine",1
"499",83,"Respiratory and Critical Care Medicine",1
"500",33,"Respiratory Medicine",1
"501",42,"Respiratory Medicine",1
"502",53,"Respiratory Medicine",1
"503",58,"Respiratory Medicine",1
"504",66,"Respiratory Medicine",1
"505",70,"Respiratory Medicine",2
"506",72,"Respiratory Medicine",1
"507",73,"Respiratory Medicine",1
"508",74,"Respiratory Medicine",2
"509",80,"Respiratory Medicine",1
"510",86,"Respiratory Medicine",1
"511",52,"Rheumatism and Immunology Department",1
"512",53,"Rheumatism and Immunology Department",1
"513",51,"Thoracic Surgery",1
"514",57,"Thoracic Surgery",1
"515",65,"Thoracic Surgery",1
"516",70,"Thoracic Surgery",1
"517",77,"Thoracic Surgery",1
"518",42,"Urology",1
"519",51,"Urology",1
"520",61,"Urology",1
"521",66,"Urology",1
"522",70,"Urology",1
"523",73,"Urology",2
"524",76,"Urology",1
"525",79,"Urology",1
"526",26,"Vascular Surgery",1
"527",46,"Vascular Surgery",1
"528",52,"Vascular Surgery",1
"529",63,"Vascular Surgery",1
"530",66,"Vascular Surgery",1
"531",69,"Vascular Surgery",1
"532",75,"Vascular Surgery",1
"533",78,"Vascular Surgery",1
"534",79,"Vascular Surgery",1
"535",82,"Vascular Surgery",1
"536",92,"Vascular Surgery",1
"537",60,"Z11 Digestive Oncology Department I",1
"538",62,"Z13 Chest Oncology Department I",1
"539",80,"Z13 Chest Oncology Department I",1
"540",87,"Z13 Chest Oncology Department I",1
"541",66,"Z14 Chest Oncology Department II",1
"542",69,"Z14 Chest Oncology Department II",1
"543",51,"Z7 Head and Neck Oncology DepartmentⅠ",1
"544",82,"Z9 Abdominal Oncology Department",1
"545",71,"Cardiology",1
"546",56,"Chest Oncology Surgery",1
"547",58,"Chest Oncology Surgery",2
"548",60,"Chest Oncology Surgery",1
"549",61,"Chest Oncology Surgery",2
"550",62,"Chest Oncology Surgery",1
"551",63,"Chest Oncology Surgery",2
"552",64,"Chest Oncology Surgery",2
"553",66,"Chest Oncology Surgery",1
"554",70,"Chest Oncology Surgery",1
"555",71,"Chest Oncology Surgery",1
"556",72,"Chest Oncology Surgery",1
"557",73,"Chest Oncology Surgery",2
"558",75,"Chest Oncology Surgery",3
"559",78,"Chest Oncology Surgery",1
"560",63,"Gastroenterology",2
"561",53,"Respiratory Medicine",1
"562",64,"Respiratory Medicine",1
"563",65,"Stem Cell Center Cell Therapy Department",1
"564",69,"Stem Cell Center Cell Therapy Department",1
"565",68,"Thoracic Surgery",1
"566",77,"Breast Thyroid Surgery",1
"567",54,"Cardiology",1
"568",60,"Cardiology",1
"569",68,"Cardiology",1
"570",72,"Cardiology",1
"571",74,"Cardiology",1
"572",78,"Cardiology",2
"573",82,"Cardiology",1
"574",84,"Cardiology",1
"575",87,"Cardiology",1
"576",88,"Cardiology",1
"577",99,"Cardiology",1
"578",27,"Comprehensive internal medicine",2
"579",33,"Comprehensive internal medicine",1
"580",34,"Comprehensive internal medicine",1
"581",36,"Comprehensive internal medicine",1
"582",37,"Comprehensive internal medicine",4
"583",38,"Comprehensive internal medicine",4
"584",39,"Comprehensive internal medicine",5
"585",40,"Comprehensive internal medicine",4
"586",41,"Comprehensive internal medicine",11
"587",42,"Comprehensive internal medicine",15
"588",43,"Comprehensive internal medicine",9
"589",44,"Comprehensive internal medicine",8
"590",45,"Comprehensive internal medicine",21
"591",46,"Comprehensive internal medicine",21
"592",47,"Comprehensive internal medicine",33
"593",48,"Comprehensive internal medicine",30
"594",49,"Comprehensive internal medicine",44
"595",50,"Comprehensive internal medicine",41
"596",51,"Comprehensive internal medicine",55
"597",52,"Comprehensive internal medicine",59
"598",53,"Comprehensive internal medicine",69
"599",54,"Comprehensive internal medicine",58
"600",55,"Comprehensive internal medicine",68
"601",56,"Comprehensive internal medicine",69
"602",57,"Comprehensive internal medicine",69
"603",58,"Comprehensive internal medicine",70
"604",59,"Comprehensive internal medicine",70
"605",60,"Comprehensive internal medicine",63
"606",61,"Comprehensive internal medicine",85
"607",62,"Comprehensive internal medicine",85
"608",63,"Comprehensive internal medicine",79
"609",64,"Comprehensive internal medicine",88
"610",65,"Comprehensive internal medicine",75
"611",66,"Comprehensive internal medicine",74
"612",67,"Comprehensive internal medicine",96
"613",68,"Comprehensive internal medicine",72
"614",69,"Comprehensive internal medicine",63
"615",70,"Comprehensive internal medicine",64
"616",71,"Comprehensive internal medicine",60
"617",72,"Comprehensive internal medicine",62
"618",73,"Comprehensive internal medicine",72
"619",74,"Comprehensive internal medicine",66
"620",75,"Comprehensive internal medicine",81
"621",76,"Comprehensive internal medicine",71
"622",77,"Comprehensive internal medicine",54
"623",78,"Comprehensive internal medicine",50
"624",79,"Comprehensive internal medicine",67
"625",80,"Comprehensive internal medicine",78
"626",81,"Comprehensive internal medicine",105
"627",82,"Comprehensive internal medicine",83
"628",83,"Comprehensive internal medicine",125
"629",84,"Comprehensive internal medicine",127
"630",85,"Comprehensive internal medicine",108
"631",86,"Comprehensive internal medicine",132
"632",87,"Comprehensive internal medicine",146
"633",88,"Comprehensive internal medicine",105
"634",89,"Comprehensive internal medicine",75
"635",90,"Comprehensive internal medicine",68
"636",91,"Comprehensive internal medicine",55
"637",92,"Comprehensive internal medicine",50
"638",93,"Comprehensive internal medicine",35
"639",94,"Comprehensive internal medicine",17
"640",95,"Comprehensive internal medicine",8
"641",96,"Comprehensive internal medicine",12
"642",97,"Comprehensive internal medicine",5
"643",98,"Comprehensive internal medicine",4
"644",99,"Comprehensive internal medicine",1
"645",62,"Comprehensive Surgery",1
"646",68,"Comprehensive Surgery",1
"647",70,"Comprehensive Surgery",1
"648",77,"Comprehensive Surgery",1
"649",86,"Comprehensive Surgery",1
"650",86,"Department of Critical Care Medicine",1
"651",58,"Gastroenterology",1
"652",80,"Gastroenterology Surgery",1
"653",87,"Gastroenterology Surgery",1
"654",81,"Haematology",1
"655",57,"Hepatobiliary Surgery",1
"656",58,"Hepatobiliary Surgery",1
"657",65,"Hepatobiliary Surgery",1
"658",47,"Neurology",1
"659",50,"Neurology",1
"660",57,"Neurology",1
"661",61,"Neurology",1
"662",87,"Neurology",1
"663",69,"orthopedics",1
"664",70,"Otolaryngology",1
"665",81,"Pain Department",1
"666",85,"Respiratory Medicine",1
"667",88,"Respiratory Medicine",2
"668",54,"Thoracic Surgery",1
"669",66,"Urology",1
"670",74,"Urology",1
"671",86,"V4 Surgery Comprehensive Ward",1
"672",94,"V4 Surgery Comprehensive Ward",1
"673",48,"Cardiology",1
"674",66,"Cardiology",1
"675",70,"Cardiology",1
"676",59,"Comprehensive internal medicine",1
"677",67,"Comprehensive internal medicine",1
"678",79,"Comprehensive internal medicine",1
"679",89,"Comprehensive internal medicine",1
"680",44,"Comprehensive Surgery",1
"681",47,"Comprehensive Surgery",1
"682",48,"Comprehensive Surgery",1
"683",49,"Comprehensive Surgery",1
"684",51,"Comprehensive Surgery",1
"685",53,"Comprehensive Surgery",9
"686",55,"Comprehensive Surgery",1
"687",56,"Comprehensive Surgery",1
"688",58,"Comprehensive Surgery",2
"689",59,"Comprehensive Surgery",1
"690",60,"Comprehensive Surgery",3
"691",62,"Comprehensive Surgery",15
"692",63,"Comprehensive Surgery",4
"693",64,"Comprehensive Surgery",1
"694",65,"Comprehensive Surgery",1
"695",66,"Comprehensive Surgery",3
"696",67,"Comprehensive Surgery",2
"697",68,"Comprehensive Surgery",1
"698",69,"Comprehensive Surgery",5
"699",70,"Comprehensive Surgery",2
"700",71,"Comprehensive Surgery",2
"701",72,"Comprehensive Surgery",6
"702",74,"Comprehensive Surgery",4
"703",75,"Comprehensive Surgery",3
"704",77,"Comprehensive Surgery",2
"705",78,"Comprehensive Surgery",1
"706",79,"Comprehensive Surgery",1
"707",80,"Comprehensive Surgery",4
"708",81,"Comprehensive Surgery",1
"709",86,"Comprehensive Surgery",1
"710",87,"Comprehensive Surgery",1
"711",65,"Department of Infectious Diseases",1
"712",74,"Department of Infectious Diseases",1
"713",60,"Emergency Surgery",1
"714",81,"Emergency Surgery",1
"715",73,"Gastroenterology",1
"716",69,"Gynecology",1
"717",81,"Gynecology",1
"718",67,"Nephropathy Department",1
"719",45,"Plastic Surgery",1
"720",46,"Dental department",1
"721",48,"Dental department",1
"722",49,"Dental department",3
"723",50,"Dental department",1
"724",51,"Dental department",3
"725",52,"Dental department",3
"726",53,"Dental department",4
"727",54,"Dental department",3
"728",55,"Dental department",2
"729",56,"Dental department",4
"730",57,"Dental department",9
"731",58,"Dental department",4
"732",59,"Dental department",5
"733",60,"Dental department",12
"734",61,"Dental department",6
"735",62,"Dental department",6
"736",63,"Dental department",6
"737",64,"Dental department",5
"738",65,"Dental department",7
"739",66,"Dental department",3
"740",67,"Dental department",3
"741",68,"Dental department",4
"742",69,"Dental department",16
"743",70,"Dental department",4
"744",71,"Dental department",8
"745",72,"Dental department",5
"746",73,"Dental department",5
"747",74,"Dental department",5
"748",75,"Dental department",2
"749",76,"Dental department",4
"750",77,"Dental department",11
"751",78,"Dental department",7
"752",79,"Dental department",4
"753",80,"Dental department",2
"754",81,"Dental department",3
"755",82,"Dental department",1
"756",84,"Dental department",1
"757",85,"Dental department",1
"758",86,"Dental department",1
"759",87,"Dental department",1
"760",82,"Endocrinology Department",1
"761",63,"Cardiac Large Vascular Surgery",1
"762",44,"Cardiology",1
"763",47,"Cardiology",1
